species,island,culmen_length_mm,culmen_depth_mm,flipper_length_mm,body_mass_g,sex,bill_ratio,body_mass_index,size_category
Gentoo,Biscoe,50.5,15.9,222.0,5550.0,MALE,3.1761006289308176,112.61261261261261,Large
Gentoo,Biscoe,43.6,13.9,217.0,4900.0,FEMALE,3.1366906474820144,104.0582726326743,Medium
Gentoo,Biscoe,45.5,13.9,210.0,4200.0,FEMALE,3.273381294964029,95.23809523809526,Medium
Gentoo,Biscoe,50.5,15.9,225.0,5400.0,MALE,3.1761006289308176,106.66666666666667,Large
Gentoo,Biscoe,44.9,13.3,213.0,5100.0,FEMALE,3.37593984962406,112.41155855319711,Medium
Gentoo,Biscoe,45.2,15.8,215.0,5300.0,MALE,2.8607594936708862,114.65657111952407,Large
Gentoo,Biscoe,46.6,14.2,210.0,4850.0,FEMALE,3.2816901408450705,109.97732426303855,Medium
Gentoo,Biscoe,48.5,14.1,220.0,5300.0,MALE,3.4397163120567376,109.50413223140495,Large
Gentoo,Biscoe,45.1,14.4,210.0,4400.0,FEMALE,3.1319444444444446,99.77324263038551,Medium
Gentoo,Biscoe,50.1,15.0,225.0,5000.0,MALE,3.3400000000000003,98.76543209876543,Medium
Gentoo,Biscoe,46.5,14.4,217.0,4900.0,FEMALE,3.2291666666666665,104.0582726326743,Medium
Gentoo,Biscoe,45.0,15.4,220.0,5050.0,MALE,2.922077922077922,104.33884297520662,Medium
Gentoo,Biscoe,43.8,13.9,208.0,4300.0,FEMALE,3.151079136690647,99.38979289940829,Medium
Gentoo,Biscoe,45.5,15.0,220.0,5000.0,MALE,3.033333333333333,103.30578512396694,Medium
Gentoo,Biscoe,43.2,14.5,208.0,4450.0,FEMALE,2.9793103448275864,102.85687869822486,Medium
Gentoo,Biscoe,50.4,15.3,224.0,5550.0,MALE,3.2941176470588234,110.61065051020407,Large
Gentoo,Biscoe,45.3,13.8,208.0,4200.0,FEMALE,3.2826086956521734,97.07840236686391,Medium
Gentoo,Biscoe,46.2,14.9,221.0,5300.0,MALE,3.1006711409395975,108.51538666284473,Large
Gentoo,Biscoe,45.7,13.9,214.0,4400.0,FEMALE,3.287769784172662,96.0782601100533,Medium
Gentoo,Biscoe,54.3,15.7,231.0,5650.0,MALE,3.4585987261146496,105.88257341504094,Large
Gentoo,Biscoe,45.8,14.2,219.0,4700.0,FEMALE,3.2253521126760565,97.99628865119577,Medium
Gentoo,Biscoe,49.8,16.8,230.0,5700.0,MALE,2.964285714285714,107.75047258979205,Large
Gentoo,Biscoe,46.2,14.4,214.0,4650.0,MALE,3.2083333333333335,101.53725216176086,Medium
Gentoo,Biscoe,49.5,16.2,229.0,5800.0,MALE,3.055555555555556,110.60048435384526,Large
Gentoo,Biscoe,43.5,14.2,220.0,4700.0,FEMALE,3.063380281690141,97.10743801652893,Medium
Gentoo,Biscoe,50.7,15.0,223.0,5550.0,MALE,3.3800000000000003,111.60489855014175,Large
Gentoo,Biscoe,47.7,15.0,216.0,4750.0,FEMALE,3.18,101.80898491083677,Medium
Gentoo,Biscoe,46.4,15.6,221.0,5000.0,MALE,2.9743589743589745,102.37300628570259,Medium
Gentoo,Biscoe,48.2,15.6,221.0,5100.0,MALE,3.08974358974359,104.42046641141663,Medium
Gentoo,Biscoe,46.5,14.8,217.0,5200.0,FEMALE,3.1418918918918917,110.42918728365436,Large
Gentoo,Biscoe,46.4,15.0,216.0,4700.0,FEMALE,3.0933333333333333,100.73731138545955,Medium
Gentoo,Biscoe,48.6,16.0,230.0,5800.0,MALE,3.0375,109.64083175803401,Large
Gentoo,Biscoe,47.5,14.2,209.0,4600.0,FEMALE,3.3450704225352115,105.30894439229871,Medium
Gentoo,Biscoe,51.1,16.3,220.0,6000.0,MALE,3.1349693251533743,123.96694214876034,Large
Gentoo,Biscoe,45.2,13.8,215.0,4750.0,FEMALE,3.2753623188405796,102.75824770146026,Medium
Gentoo,Biscoe,45.2,16.4,223.0,5950.0,MALE,2.75609756097561,119.64849484204387,Large
Gentoo,Biscoe,49.1,14.5,212.0,4625.0,FEMALE,3.386206896551724,102.9058383766465,Medium
Gentoo,Biscoe,52.5,15.6,221.0,5450.0,MALE,3.3653846153846154,111.58657685141581,Large
Gentoo,Biscoe,47.4,14.6,212.0,4725.0,FEMALE,3.2465753424657535,105.1308294766821,Medium
Gentoo,Biscoe,50.0,15.9,224.0,5350.0,MALE,3.144654088050314,106.62468112244896,Large
Gentoo,Biscoe,44.9,13.8,212.0,4750.0,FEMALE,3.253623188405797,105.687077251691,Medium
Gentoo,Biscoe,50.8,17.3,228.0,5600.0,MALE,2.936416184971098,107.72545398584178,Large
Gentoo,Biscoe,43.4,14.4,218.0,4600.0,FEMALE,3.013888888888889,96.7931992256544,Medium
Gentoo,Biscoe,51.3,14.2,218.0,5300.0,MALE,3.612676056338028,111.5225991078192,Large
Gentoo,Biscoe,47.5,14.0,212.0,4875.0,FEMALE,3.392857142857143,108.4683161267355,Medium
Gentoo,Biscoe,52.1,17.0,230.0,5550.0,MALE,3.0647058823529414,104.9149338374291,Large
Gentoo,Biscoe,47.5,15.0,218.0,4950.0,FEMALE,3.1666666666666665,104.15789916673681,Medium
Gentoo,Biscoe,52.2,17.1,228.0,5400.0,MALE,3.052631578947368,103.8781163434903,Large
Gentoo,Biscoe,45.5,14.5,212.0,4750.0,FEMALE,3.1379310344827585,105.687077251691,Medium
Gentoo,Biscoe,49.5,16.1,224.0,5650.0,MALE,3.074534161490683,112.60363520408163,Large
Gentoo,Biscoe,44.5,14.7,214.0,4850.0,FEMALE,3.0272108843537415,105.9044458031269,Medium
Gentoo,Biscoe,50.8,15.7,226.0,5200.0,MALE,3.2356687898089174,101.80906883859346,Large
Gentoo,Biscoe,49.4,15.8,216.0,4925.0,MALE,3.1265822784810124,105.55984224965707,Medium
Gentoo,Biscoe,46.9,14.6,222.0,4875.0,FEMALE,3.212328767123288,98.91648405161918,Medium
Gentoo,Biscoe,48.4,14.4,203.0,4625.0,FEMALE,3.3611111111111107,112.23276468732557,Medium
Gentoo,Biscoe,51.1,16.5,225.0,5250.0,MALE,3.096969696969697,103.7037037037037,Large
Gentoo,Biscoe,48.5,15.0,219.0,4850.0,FEMALE,3.2333333333333334,101.12382977836158,Medium
Gentoo,Biscoe,55.9,17.0,228.0,5600.0,MALE,3.288235294117647,107.72545398584178,Large
Gentoo,Biscoe,47.2,15.5,215.0,4975.0,FEMALE,3.045161290322581,107.62574364521363,Medium
Gentoo,Biscoe,49.1,15.0,228.0,5500.0,MALE,3.2733333333333334,105.80178516466604,Large
Gentoo,Biscoe,47.3,13.8,216.0,4725.0,MALE,3.4275362318840576,101.27314814814815,Medium
Gentoo,Biscoe,46.8,16.1,215.0,5500.0,MALE,2.9068322981366457,118.98323418063819,Large
Gentoo,Biscoe,41.7,14.7,210.0,4700.0,FEMALE,2.8367346938775513,106.57596371882089,Medium
Gentoo,Biscoe,53.4,15.8,219.0,5500.0,MALE,3.3797468354430378,114.67650799608016,Large
Gentoo,Biscoe,43.3,14.0,208.0,4575.0,FEMALE,3.0928571428571425,105.74611686390534,Medium
Gentoo,Biscoe,48.1,15.1,209.0,5500.0,MALE,3.185430463576159,125.91286829513977,Large
Gentoo,Biscoe,50.5,15.2,216.0,5000.0,FEMALE,3.322368421052632,107.16735253772292,Medium
Gentoo,Biscoe,49.8,15.9,229.0,5950.0,MALE,3.132075471698113,113.46084170782403,Large
Gentoo,Biscoe,43.5,15.2,213.0,4650.0,FEMALE,2.861842105263158,102.49289162203267,Medium
Gentoo,Biscoe,51.5,16.3,230.0,5500.0,MALE,3.1595092024539877,103.96975425330812,Large
Gentoo,Biscoe,46.2,14.1,217.0,4375.0,FEMALE,3.276595744680851,92.9091719934592,Medium
Gentoo,Biscoe,55.1,16.0,230.0,5850.0,MALE,3.44375,110.586011342155,Large
Gentoo,Biscoe,44.5,15.7,217.0,4875.0,MALE,2.8343949044585988,103.52736307842596,Medium
Gentoo,Biscoe,48.8,16.2,222.0,6000.0,MALE,3.0123456790123457,121.74336498660823,Large
Gentoo,Biscoe,47.2,13.7,214.0,4925.0,FEMALE,3.445255474452555,107.54214341863918,Medium
Gentoo,Biscoe,47.3,15.0,216.0,5000.0,MALE,3.1533333333333333,107.16735253772292,Medium
Gentoo,Biscoe,46.8,14.3,215.0,4850.0,FEMALE,3.2727272727272725,104.92157923201731,Medium
Gentoo,Biscoe,50.4,15.7,222.0,5750.0,MALE,3.210191082802548,116.67072477883288,Large
Gentoo,Biscoe,45.2,14.8,212.0,5200.0,FEMALE,3.054054054054054,115.6995372018512,Large
Gentoo,Biscoe,49.9,16.1,213.0,5400.0,MALE,3.0993788819875774,119.02400317397343,Large
